rq0_id,dataset_name,language,raw_code,human_mean_score,human_score_z_within_dataset,formatting_code_hash,score_for_stratum,human_score_z_within_language,source_chars,length_sample_rank
rq0_0027,Buse,java,"        boolean    hasReturnValue;

        outlen = parameters.length;
        offset = 0;
",3.9421487603305785,1.045478669310289,33b589d6e298efd7a390db9d9430febd1193457db230429272b45a5d1b5ff21c,1.045478669310289,,92,0
rq0_0047,Buse,java,"    public void close() {

        if (isClosed) {
            return;
        }

        isClosed = true;

        try {
            resultOut.setResultType(ResultConstants.SQLDISCONNECT);
",4.049586776859504,1.2166658254683484,f9c0b18bbd17b96b4898e81f9e8bb0f238f06b8e6de9790301f0cadd8aed1729,1.2166658254683484,,190,1
rq0_0064,Buse,java,"
      mProgramTable.changeSelection(row, 0, false, false);

      Program p = (Program) mProgramTableModel.getValueAt(row, 1);

      JPopupMenu menu = devplugin.Plugin.getPluginManager().createPluginContextMenu(p, CapturePlugin.getInstance());
",2.603305785123967,-1.0877766612747517,4d9002328e650bc12c247e035305229ea2cc3bfd799bfdd5ab17f1d7c107f6f5,-1.0877766612747517,,246,2
rq0_0006,Buse,java,"  /**
   * Attention: DO NOT USE THIS!
   * Under Os/2 it has some problems with calculating the real Date!
   * 
   * @deprecated
   */
  public Date(int daysSince1970) {

    long l = (long) daysSince1970 * 24 * 60 * 60 * 1000;
    java.util.Date d = new java.util.Date(l);
    Calendar cal = Calendar.getInstance();}
",3.628099173553719,0.545085443617502,e22b430682bdf127a954e6f2030a7d7f850e82b5f2ed61b0c4cd939dcabeb010,0.545085443617502,,320,3
rq0_0078,Buse,java,"    /**
     * Closes all panels, changes the background and shows the main menu.
     */
    public void returnToTitle() {
        // TODO: check if the GUI object knows that we're not
        // inGame. (Retrieve value of GUI::inGame.)  If GUI thinks
        // we're still in the game then log an error because at this
        // point the GUI should have been informed.
        closeMenus();
        removeInGameComponents();
        showMainPanel();
",4.148760330578512,1.3746847388450176,653ac2018a5f85ca835dd7475a8763580b77f81504ae118ddc5f338b2171a8c4,1.3746847388450176,,455,4
rq0_0142,Dorn,java,"	public String get(Object key) {
		String value = null;

		if (key != null) {
			FacesContext facesContext = FacesContext.getCurrentInstance();

			Locale locale = facesContext.getViewRoot().getLocale();

			if (locale == null) {
				locale = facesContext.getApplication().getDefaultLocale();
			}

			value = LanguageUtil.get(locale, key.toString());

			if (_log.isDebugEnabled()) {
				_log.debug(
					""{locale="" + locale + "", key="" + key + "", value="" + value);
			}
		}

		return value;
	}

	public boolean isEmpty() {
		throw new UnsupportedOperationException();
	}

	public Set<String> keySet() {
		throw new UnsupportedOperationException();
	}
",3.3958332538604736,0.1231384923370928,f3383ffc6aefd7ddcf78ef0d5d5d8d343d779ddc35ea5b760ac21846ae4eb6d5,0.1231384923370928,,652,5
rq0_0294,Scalabrino,java,"public void buildModel() {
        if (getTarget() != null) {
            Object target = getTarget();
            Object kind = Model.getFacade().getAggregation(target);
            if (kind == null
                    || kind.equals(
                            Model.getAggregationKind().getNone())) {
                setSelected(ActionSetAssociationEndAggregation.NONE_COMMAND);
            } else {
		if (kind.equals(
		        Model.getAggregationKind().getAggregate())) {
		    setSelected(ActionSetAssociationEndAggregation
		            .AGGREGATE_COMMAND);
		} else {
		    if (kind.equals(
		            Model.getAggregationKind()
		            	.getComposite())) {
			setSelected(ActionSetAssociationEndAggregation
			        .COMPOSITE_COMMAND);
		    } else {
		        setSelected(ActionSetAssociationEndAggregation

			        .NONE_COMMAND);
		    }
		}
            }
        }
    }",2.555555555555556,-1.8209254862098048,10b071ac9888d003b3882a219e0df2448da87ba28d729ceabcfa04e93bdec4da,-1.8209254862098048,,900,6
rq0_0309,Scalabrino,java,"private AnnotationInstance overrideSchemaCatalogByDefault(AnnotationInstance annotationInstance, EntityMappingsMocker.Default defaults) {
		List<AnnotationValue> newAnnotationValueList = new ArrayList<AnnotationValue>();
		newAnnotationValueList.addAll( annotationInstance.values() );
		boolean schemaDefined = false;
		boolean catalogDefined = false;
		if ( annotationInstance.value( ""schema"" ) != null ) {
			schemaDefined = true;
		}
		if ( annotationInstance.value( ""catalog"" ) != null ) {
			catalogDefined = true;
		}
		if ( schemaDefined && catalogDefined ) {
			return annotationInstance;
		}
		if ( !catalogDefined && StringHelper.isNotEmpty( defaults.getCatalog() ) ) {
			newAnnotationValueList.add(
					AnnotationValue.createStringValue(
							""catalog"", defaults.getCatalog()
					)
			);
		}
		if ( !schemaDefined && StringHelper.isNotEmpty( defaults.getSchema() ) ) {
			newAnnotationValueList.add(
					AnnotationValue.createStringValue(
							""schema"", defaults.getSchema()
					)
			);
		}
		return MockHelper.create(
				annotationInstance.name(),
				annotationInstance.target(),
				MockHelper.toArray( newAnnotationValueList )
		);
	}",3.333333333333333,-0.5503761919733818,9e8fbeb68ae1efe39bb0d1213d3bde762cd0a0c9a2cdd24ebc4aaddd97891e16,-0.5503761919733818,,1159,7
rq0_0183,Dorn,java,"public class ComponentTag extends BaseComponentTag {

	protected void setAttributes(HttpServletRequest request) {
		Map<String, Object> options = getOptions();
		HashMap<String, Object> optionsJSON = new HashMap<String, Object>();

		_proccessAttributes(options, optionsJSON);

		super.setAttributes(request);

		setNamespacedAttribute(request, ""options"", options);
		setNamespacedAttribute(request, ""optionsJSON"", optionsJSON);
	}

	private boolean _isEventAttribute(String key) {
		Matcher afterMatcher = _EVENT_AFTER_REGEX.matcher(key);
		Matcher onMatcher = _EVENT_ON_REGEX.matcher(key);

		return (afterMatcher.find() || onMatcher.find());
	}

	private boolean _isValidAttribute(String key) {
		List<String> excludeAttributes = Collections.EMPTY_LIST;

		if (getExcludeAttributes() != null) {
			excludeAttributes = Arrays.asList(
				getExcludeAttributes().split(StringPool.COMMA));
		}

		return !(excludeAttributes.contains(key) ||
			key.equals(_DYNAMIC_ATTRIBUTES));
	}

	private void _proccessAttributes(Map<String, Object> options,
		Map<String, Object> newOptions) {

		Map<String, String> afterEventOptionsMap =
			new HashMap<String, String>();

		Map<String, String> onEventOptionsMap =	new HashMap<String, String>();

		for (String key : options.keySet()) {
			if (!_isValidAttribute(key)) {
				continue;
			}

			Object value = options.get(key);

			String originalKey =
				ReservedAttributeUtil.getOriginalName(getName(), key);
",2.7650272846221924,-1.312494795838341,5b001879c19ff030a2fcdc3ed24c0a1bc06b1b96972de9bf20e99831e35a5b04,-1.312494795838341,,1449,8
rq0_0135,Dorn,java,"		throws com.liferay.portal.kernel.exception.PortalException,
			com.liferay.portal.kernel.exception.SystemException;

	public void deleteEntry(long entryId)
		throws com.liferay.portal.kernel.exception.PortalException,
			com.liferay.portal.kernel.exception.SystemException;

	@Transactional(propagation = Propagation.SUPPORTS, readOnly = true)
	public java.util.List<com.liferay.portlet.bookmarks.model.BookmarksEntry> getEntries(
		long groupId, long folderId, int start, int end)
		throws com.liferay.portal.kernel.exception.SystemException;

	@Transactional(propagation = Propagation.SUPPORTS, readOnly = true)
	public java.util.List<com.liferay.portlet.bookmarks.model.BookmarksEntry> getEntries(
		long groupId, long folderId, int start, int end,
		com.liferay.portal.kernel.util.OrderByComparator orderByComparator)
		throws com.liferay.portal.kernel.exception.SystemException;

	@Transactional(propagation = Propagation.SUPPORTS, readOnly = true)
	public int getEntriesCount(long groupId, long folderId)
		throws com.liferay.portal.kernel.exception.SystemException;

	@Transactional(propagation = Propagation.SUPPORTS, readOnly = true)
	public com.liferay.portlet.bookmarks.model.BookmarksEntry getEntry(
		long entryId)
		throws com.liferay.portal.kernel.exception.PortalException,
			com.liferay.portal.kernel.exception.SystemException;

	@Transactional(propagation = Propagation.SUPPORTS, readOnly = true)
	public int getFoldersEntriesCount(long groupId,
		java.util.List<java.lang.Long> folderIds)
		throws com.liferay.portal.kernel.exception.SystemException;

	@Transactional(propagation = Propagation.SUPPORTS, readOnly = true)
	public java.util.List<com.liferay.portlet.bookmarks.model.BookmarksEntry> getGroupEntries(
		long groupId, int start, int end)
		throws com.liferay.portal.kernel.exception.SystemException;

	@Transactional(propagation = Propagation.SUPPORTS, readOnly = true)
	public java.util.List<com.liferay.portlet.bookmarks.model.BookmarksEntry> getGroupEntries(
		long groupId, long userId, int start, int end)
		throws com.liferay.portal.kernel.exception.SystemException;

	@Transactional(propagation = Propagation.SUPPORTS, readOnly = true)
	public int getGroupEntriesCount(long groupId)
		throws com.liferay.portal.kernel.exception.SystemException;

	@Transactional(propagation = Propagation.SUPPORTS, readOnly = true)
	public int getGroupEntriesCount(long groupId, long userId)
		throws com.liferay.portal.kernel.exception.SystemException;
",2.778260946273804,-1.2823766832680903,f3584c46a4c0bdcba17e7da5c4f40677ef6aa707f41773e41c0363150f5e3568,-1.2823766832680903,,2477,9
dorn_python_067,Dorn,python,"
"""""" Make selected group larger by 10% """"""

import sys

try:
    from scribus import *
except ImportError:
    print ""This script only runs from within Scribus.""
    sys.exit(1)
",4.172774869109948,1.5742437935942573,ac8d562210e64beaedb6001f04d3a87a8052f5944c4ae32bdd4dd2e2c9f468fa,1.4764112145135724,1.4764112145135724,178,0
dorn_python_001,Dorn,python,"        else:
            return self.__class__(self.weekday, n)

    def __eq__(self, other):
        try:
            if self.weekday != other.weekday or self.n != other.n:
                return False
        except AttributeError:
            return False
        return True
",3.5084745762711864,0.4469219654080971,63aeff02b5ebb66189f7b2d25b1541d42c6c964dcdfd8985bbea9df9086c2680,-0.071653040618252,-0.071653040618252,280,1
dorn_python_066,Dorn,python,"        '''Override this to take special action whenever a
        new level of the topic hierarchy is started (e.g., indent
        some output). '''
        pass

    def _endChildren(self):
        '''Override this to take special action whenever a
        level of the topic hierarchy is completed (e.g., dedent
        some output). '''
        pass
",3.7936507936507935,0.9308678227217912,1711c271382e8e38c3e514546a01dd07bd15a5369ea21ebcfa796d276449a76f,0.5929125380788902,0.5929125380788902,355,2
dorn_python_038,Dorn,python,"# $Id: test_title.py 5174 2007-05-31 00:01:52Z wiemann $
# Author: Lea Wiemann <LeWiemann@gmail.com>
# Copyright: This module has been placed in the public domain.

""""""
Tests for the 'title' directive.
""""""

from __init__ import DocutilsTestSupport

def suite():
    s = DocutilsTestSupport.ParserTestSuite()
    s.generateTests(totest)
    return s

totest = {}

totest['title'] = [
[""""""\
.. title:: This is the document title.
"""""",
""""""\
<document source=""test data"" title=""This is the document title."">
""""""],
]


if __name__ == '__main__':
    import unittest
",3.2543103448275863,0.0156036457576274,166c844fbec009f0815e3d9d553d85240b6e7e4d20c16f2c08ecaeb5e90a9f65,-0.6639492745240082,-0.6639492745240082,561,3
dorn_python_098,Dorn,python,"QUOTE_START = u""""
QUOTE_END = u""""

def quote(textobj):
    quoted_re = re.compile('""[^""]*""')
    try:
        text = getText(textobj)
    except WrongFrameTypeError:
        messageBox(""quote.py"", ""Cannot quote text in a non-text frame"", ICON_INFORMATION);
        sys.exit(1)
    if len(text) == 0:
        return 0    # We can't very well change anything in an empty frame
    count = 0
    i = 0
    selectText(0, 0, textobj)
    while i < len(text):
        match = quoted_re.match(text[i:])
        if match:
            end = match.end()
            selectText(i, 1, textobj)
            deleteText(textobj)
            insertText(QUOTE_START, i, textobj)
            selectText(i + end - 1, 1, textobj)
            deleteText(textobj)
            insertText(QUOTE_END, i + end - 1, textobj)
            count += 1
            i = i + end
        else:
            i = i + 1
    return count
",3.615384615384616,0.6283489827435503,bf1ed6531ae11af29f31c51d1a2105368ff8f47d3d4bc8218cb934de6234a748,0.1774867111632748,0.1774867111632748,898,4
dorn_python_000,Dorn,python,"        gsz.AddGrowableCol(1)
        self.interior.SetSizer(gsz)
        gsz.Layout()
        
    def findFieldName(self, fieldName, fieldNames):
        def fieldNameIndex(fieldName, fieldNames):
            return fieldNames.index(fieldName) if fieldName in fieldNames else 0
        
        index = fieldNameIndex(fieldName, fieldNames)
        return index if index else fieldNameIndex(fieldName[:6], [fieldName[:6] for fieldName in fieldNames])
        
    def CanGoNext(self):
        wrongFields = []
        countNotNone = 0

        for index, (fieldName, canMultiple) in enumerate(self.fields):
            count = 0
            for choice in self.choices:
                if choice.GetSelection() == index:
                    count += 1
                if choice.GetSelection() != 0:
                    countNotNone += 1
            if count > 1 and not canMultiple:
                wrongFields.append(fieldName)

        if countNotNone == 0:
            return False, _('No field mapping.')

        if len(wrongFields) == 1:
            return False, _('The ""%s"" field cannot be selected several times.') % wrongFields[0]
",3.3487394957983194,0.1758505164183208,42262e48e8446705d27b2873617d8a527468c3a458642d317a9f15818143dce6,-0.4438945871543011,-0.4438945871543011,1142,5
