rq0_id,dataset_name,language,raw_code,human_mean_score,human_score_z_within_dataset,formatting_code_hash,score_for_stratum,human_score_z_within_language,source_chars,length_sample_rank
dorn_cuda_062,Dorn,cuda,"
        __syncthreads();

        t += tstep;
        pos += step;

    }
}


",3.581151832460733,0.5702557320771413,0cbffacea9847c4026fb9b144ebfd5628ddbd811b75f0b451d9caac1ed5931a7,1.1460327201377325,1.1460327201377325,79,0
dorn_cuda_052,Dorn,cuda,"	for (int n = threadIdx.x; n < numNeurons; n += blockDim.x) {
		int idx = SAMPLE * numNeurons + n;

		cudafloat o = inputs[idx];

		if (IsInfOrNaN(o)) {
			o = CUDA_VALUE(0.0);
		} else {
			cudafloat w = weights[n];
			cudafloat b = bias[n];
",3.5785123966942147,0.5657765927695609,7612b176d5f1d15c9af05a1acfbc000cc9f44545140a6ea806befd6c03dc2628,1.1418960634803468,1.1418960634803468,243,1
dorn_cuda_077,Dorn,cuda,"				resultImageGradient.y,
				resultImageGradient.z);
				
			if( resultImageGradient.x==resultImageGradient.x &&
				resultImageGradient.y==resultImageGradient.y &&
				resultImageGradient.z==resultImageGradient.z){
					
				float jointEntropyDerivative_X = 0.0f;
				float movingEntropyDerivative_X = 0.0f;
				float fixedEntropyDerivative_X = 0.0f;
",3.100591715976331,-0.2452578465086835,1b8aed109bd5f1bcb02cf0bfb353ca7f89d248942d621b0d17a71fd862339ed9,0.3928747041912399,0.3928747041912399,354,2
dorn_cuda_021,Dorn,cuda,"				volatile unsigned int* smem = sdata;
				if (blockSize >=  64) { smem[tid] = mySum = min(mySum, smem[tid + 32]); EMUSYNC; }
				if (blockSize >=  32) { smem[tid] = mySum = min(mySum, smem[tid + 16]); EMUSYNC; }
				if (blockSize >=  16) { smem[tid] = mySum = min(mySum, smem[tid +  8]); EMUSYNC; }
				if (blockSize >=   8) { smem[tid] = mySum = min(mySum, smem[tid +  4]); EMUSYNC; }
				if (blockSize >=   4) { smem[tid] = mySum = min(mySum, smem[tid +  2]); EMUSYNC; }
				if (blockSize >=   2) { smem[tid] = mySum = min(mySum, smem[tid +  1]); EMUSYNC; }
			}
	}
}
",3.310861423220974,0.1115711859914327,58890d71a2f61bc47404b90e7dc73b1bae596344df92d543516a083a241deb75,0.7224199787358143,0.7224199787358143,573,3
dorn_cuda_104,Dorn,cuda,"
#include ""_et_line_backproject_attenuated_gpu.h""

__device__ __constant__ int3 c_backprojection_size;


__global__ void et_line_backproject_attenuated_gpu_kernel(float *g_sinogram, float *g_backprojection, float *g_attenuation)
{
	__shared__ float s_sino[BLOCK];
	
	const unsigned int tid = blockIdx.x*blockDim.x + threadIdx.x;
	const unsigned int pixelNumber = c_backprojection_size.x * c_backprojection_size.z;
	if(tid<pixelNumber){
		//load sinogram to shared mem
		s_sino[threadIdx.x] = g_sinogram[tid];
		
		//backproject
                float sum_attenuation = 0.0f;
		unsigned int index = tid;
		for(unsigned int y=0; y < c_backprojection_size.y; y++){
                        sum_attenuation += g_attenuation[index];
			g_backprojection[index] = s_sino[threadIdx.x]*exp(-sum_attenuation);
                        //g_backprojection[index] = g_sinogram[tid];
			index += pixelNumber;
		}
	}
	return;  
}

",2.941520467836257,-0.5152027678014517,80431e6062294e7fcfb8fdddd8eb25ebe7f0f485e1cc5d931c920ec7a60be9cf,0.143570233150729,0.143570233150729,913,4
dorn_cuda_060,Dorn,cuda,"        fprintf(stderr, ""Unable to pop the context in cudaforward init!\n"");
        return -1;
    }

    fprintf(stderr, ""cudaforwarder initialized !\n"");
    return 0;
}
 
/* For the libvirt data transfers using datatransfer-serial.h, this handler function is
 * executed as its own thread. That means, as it is executed, it will not have a context.
 * This creates a problem in cases where the guest calls driver api functions. This is solved
 * by creating a main cuda handler thread. The CUDA API can the manage contexts itself, 
 * as is normal. Please see the comment in the main cuda handler function above. 
 *
 * We have to manually set and unset the context on enter and leave to this function.
 *
 * For now, it is garuanteed that only one handler exists at a time (to avoid race conditions
 * and a lot of work..) */
static void cudaFwdMsgHandler(void *msg, uint32_t msg_sz, void** respMsg, uint32_t *respMsgSz){

    if(msg == NULL) // Handle empty messages
        return;

    inArgs->msg = msg;
    inArgs->msgSz = msg_sz;
    sem_post(&sem_in);
    sem_wait(&sem_out);

    *respMsg = outArgs->respMsg;
    *respMsgSz = outArgs->respMsgSz;
",3.412698412698413,0.2843892057819883,f32091978487ee3abe4dba166f865abf38e2b8e64cec29785aaf8e8ed7eca0a9,0.8820240372371633,0.8820240372371633,1159,5
dorn_cuda_090,Dorn,cuda,"	float3 d;	// direction
};

// intersect ray with a box
// http://www.siggraph.org/education/materials/HyperGraph/raytrace/rtinter3.htm

__device__
int intersectBox(Ray r, float3 boxmin, float3 boxmax, float *tnear, float *tfar)
{
    // compute intersection of ray with all six bbox planes
    float3 invR = make_float3(1.0f) / r.d;
    float3 tbot = invR * (boxmin - r.o);
    float3 ttop = invR * (boxmax - r.o);

    // re-order intersections to find smallest and largest on each axis
    float3 tmin = fminf(ttop, tbot);
    float3 tmax = fmaxf(ttop, tbot);

    // find the largest tmin and the smallest tmax
    float largest_tmin = fmaxf(fmaxf(tmin.x, tmin.y), fmaxf(tmin.x, tmin.z));
    float smallest_tmax = fminf(fminf(tmax.x, tmax.y), fminf(tmax.x, tmax.z));

    *tnear = largest_tmin;
    *tfar = smallest_tmax;

    return smallest_tmax > largest_tmin;
}

// transform vector by matrix (no translation)
__device__
float3 mul(const float3x4 &M, const float3 &v)
{
    float3 r;
    r.x = dot(v, make_float3(M.m[0]));
    r.y = dot(v, make_float3(M.m[1]));
    r.z = dot(v, make_float3(M.m[2]));
    return r;
}

// transform vector by matrix with translation
__device__
float4 mul(const float3x4 &M, const float4 &v)
{
    float4 r;
    r.x = dot(v, M.m[0]);
    r.y = dot(v, M.m[1]);
    r.z = dot(v, M.m[2]);
    r.w = 1.0f;
    return r;
}
",3.863095238095238,1.0487154872681097,b77f4de1873a2b5df7ae6ccad57e1f4652f8267d938de03490b107e04e433162,1.5879086243437224,1.5879086243437224,1358,6
dorn_cuda_025,Dorn,cuda,"	// Bind Symbols
	CUDA_SAFE_CALL(cudaMemcpyToSymbol(c_VoxelNumber,&voxelNumber,sizeof(int)));
	CUDA_SAFE_CALL(cudaMemcpyToSymbol(c_Binning,&binning,sizeof(int)));
	CUDA_SAFE_CALL(cudaMemcpyToSymbol(c_Entropies,&entropies_h,sizeof(float4)));
	CUDA_SAFE_CALL(cudaMemcpyToSymbol(c_NMI,&NMI,sizeof(float)));
    CUDA_SAFE_CALL(cudaMemcpyToSymbol(c_ActiveVoxelNumber,&activeVoxelNumber,sizeof(int)));

	// Texture binding
	CUDA_SAFE_CALL(cudaBindTexture(0, targetImageTexture, *targetImageArray_d, voxelNumber*sizeof(float)));
	CUDA_SAFE_CALL(cudaBindTexture(0, resultImageTexture, *resultImageArray_d, voxelNumber*sizeof(float)));
	CUDA_SAFE_CALL(cudaBindTexture(0, resultImageGradientTexture, *resultGradientArray_d, voxelNumber*sizeof(float4)));
    CUDA_SAFE_CALL(cudaBindTexture(0, histogramTexture, *logJointHistogram_d, binNumber*sizeof(float)));
    CUDA_SAFE_CALL(cudaBindTexture(0, maskTexture, *mask_d, activeVoxelNumber*sizeof(int)));

    CUDA_SAFE_CALL(cudaMemset(*voxelNMIGradientArray_d, 0, voxelNumber*sizeof(float4)));

	const unsigned int Grid_reg_getVoxelBasedNMIGradientUsingPW = 
		(unsigned int)ceil((float)activeVoxelNumber/(float)Block_reg_getVoxelBasedNMIGradientUsingPW);
	dim3 B1(Block_reg_getVoxelBasedNMIGradientUsingPW,1,1);
	dim3 G1(Grid_reg_getVoxelBasedNMIGradientUsingPW,1,1);

	reg_getVoxelBasedNMIGradientUsingPW_kernel <<< G1, B1 >>> (*voxelNMIGradientArray_d);
	CUDA_SAFE_CALL(cudaThreadSynchronize());
#ifndef NDEBUG
	printf(""[DEBUG] reg_getVoxelBasedNMIGradientUsingPW_kernel: %s - Grid size [%i %i %i] - Block size [%i %i %i]\n"",
	       cudaGetErrorString(cudaGetLastError()),G1.x,G1.y,G1.z,B1.x,B1.y,B1.z);
#endif
}

",1.8345864661654128,-2.393676819216449,200b49991d15f094cc17d9aaf911f2428f2b80de22923f348c08025edde51eea,-1.591272480350204,-1.591272480350204,1656,7
dorn_cuda_081,Dorn,cuda,"
		// No computation is performed if any of the point is part of the background
        // The two is added because the image is resample between 2 and bin +2
        // if 64 bins are used the histogram will have 68 bins et the image will be between 2 and 65
        if( targetImageValue>0.0f &&
            resultImageValue>0.0f &&
            targetImageValue<c_Binning &&
            resultImageValue<c_Binning &&
            targetImageValue==targetImageValue &&
            resultImageValue==resultImageValue){

            targetImageValue = floor(targetImageValue); // Parzen window filling of the joint histogram is approximated
            resultImageValue = floor(resultImageValue);

			float3 resDeriv = make_float3(
				resultImageGradient.x,
				resultImageGradient.y,
				resultImageGradient.z);
				
			if( resultImageGradient.x==resultImageGradient.x &&
				resultImageGradient.y==resultImageGradient.y &&
				resultImageGradient.z==resultImageGradient.z){
					
				float jointEntropyDerivative_X = 0.0f;
				float movingEntropyDerivative_X = 0.0f;
				float fixedEntropyDerivative_X = 0.0f;
						
				float jointEntropyDerivative_Y = 0.0f;
				float movingEntropyDerivative_Y = 0.0f;
				float fixedEntropyDerivative_Y = 0.0f;
						
				float jointEntropyDerivative_Z = 0.0f;
				float movingEntropyDerivative_Z = 0.0f;
				float fixedEntropyDerivative_Z = 0.0f;
						
				for(int t=(int)(targetImageValue-1.0f); t<(int)(targetImageValue+2.0f); t++){
					if(-1<t && t<c_Binning){
						for(int r=(int)(resultImageValue-1.0f); r<(int)(resultImageValue+2.0f); r++){
							if(-1<r && r<c_Binning){
								float commonValue = GetBasisSplineValue((float)t-targetImageValue) *
									GetBasisSplineDerivativeValue((float)r-resultImageValue);
		
								float jointLog = tex1Dfetch(histogramTexture, t*c_Binning+r);
								float targetLog = tex1Dfetch(histogramTexture, c_Binning*c_Binning+t);
								float resultLog = tex1Dfetch(histogramTexture, c_Binning*c_Binning+c_Binning+r);
		
								float temp = commonValue * resDeriv.x;
								jointEntropyDerivative_X -= temp * jointLog;
								fixedEntropyDerivative_X -= temp * targetLog;
								movingEntropyDerivative_X -= temp * resultLog;
",2.629213483146068,-1.0451897100497312,3b94f9861bbeb37880e3255392e91c4040d8f868c88f048dc00c07f75f380b70,-0.3458930012854763,-0.3458930012854763,2216,8
dorn_cuda_047,Dorn,cuda,"__host__ void h_cudaPSO_firstBestsUpdate(float* g_bestFitnesses, float* g_fitnesses, uint32_t* g_localBestIDs, int particlesNumber, dim3 bestsUpdateGrid, dim3 bestsUpdateBlock)
{
	const unsigned int bestsUpdateSharedAmount = (particlesNumber + 2) * sizeof(float);
	g_firstBestsUpdate<<<bestsUpdateGrid, bestsUpdateBlock, bestsUpdateSharedAmount>>>(g_bestFitnesses, g_fitnesses, g_localBestIDs);
	optimizerCudaCheckError(""h_cudaPSO_firstBestsUpdate: execution failed\n"", __FILE__, __LINE__);
}

__host__ void h_cudaPSO_positionsUpdate(float W, float C1, float C2, float* g_positions, float* g_velocities, float* g_bestPositions,
										 uint32_t* g_updateFlags,  uint32_t* g_localBestIDs, curandState* devStates, 
										 float2* g_bounds, dim3 updateGrid, dim3 updateBlock)
{
	g_positionsUpdate<<<updateGrid, updateBlock>>>(W, C1, C2, g_positions, g_velocities, g_bestPositions, g_updateFlags, g_localBestIDs, devStates, g_bounds);
	optimizerCudaCheckError(""h_cudaPSO_Optimize: g_positionsUpdate() execution failed\n"", __FILE__, __LINE__);
}

__host__ void h_cudaPSO_bestsUpdate(float* g_bestFitnesses,float*  g_fitnesses, uint32_t* g_localBestIDs, uint32_t* g_updateFlags,
										int particlesNumber, dim3 bestsUpdateGrid, dim3 bestsUpdateBlock)
{
	const unsigned int bestsUpdateSharedAmount = (particlesNumber + 2) * sizeof(float);
	g_bestsUpdate<<<bestsUpdateGrid, bestsUpdateBlock, bestsUpdateSharedAmount>>>(g_bestFitnesses, g_fitnesses, g_localBestIDs, g_updateFlags);
	optimizerCudaCheckError(""h_cudaPSO_bestsUpdate: execution failed\n"", __FILE__, __LINE__);
}

/// Initialization of the GPU...
/// Here global variables pointing to device memory are initialized...
/// @param particlesNumber number of particles in the swarm
/// @param problemDimension dimensionality of the problem
/// @param numberOfGenerations number of generation to be performed during the optimization
__host__ void h_cudaPSO_BindTextures(int swarmsNumber, int particlesNumber, int problemDimension,
									float* g_positions, float* g_bestPositions, float* g_velocities, 
									float* g_fitnesses, float* g_bestFitnesses, uint32_t* g_localBestIDs, uint32_t* g_update)
{
	int dim, actualParticleSize = iAlignUp(problemDimension, 16);


	dim = swarmsNumber * particlesNumber * actualParticleSize * sizeof(float);
	
	cudaBindTexture(NULL, t_texPositions, g_positions, dim);
	optimizerCudaCheckError(""h_init_cudaPSO: cudaBindTexture() execution failed\n"", __FILE__, __LINE__);
	cudaBindTexture(NULL, t_texBestPositions, g_bestPositions, dim);
	optimizerCudaCheckError(""h_cudaPSOBindBestPositionsTextures: cudaBindTexture() execution failed\n"", __FILE__, __LINE__);
	cudaBindTexture(NULL, t_texVelocities, g_velocities, dim);
	optimizerCudaCheckError(""h_cudaPSOBindPositionsTextures: cudaBindTexture() execution failed\n"", __FILE__, __LINE__);

	dim = swarmsNumber * particlesNumber * sizeof(float);

	cudaBindTexture(NULL, t_texFitnesses, g_fitnesses, dim);
	optimizerCudaCheckError(""h_cudaPSOBindFitnessesTextures: cudaBindTexture() execution failed\n"", __FILE__, __LINE__);
	cudaBindTexture(NULL, t_texBestFitnesses, g_bestFitnesses, dim);
	optimizerCudaCheckError(""h_cudaPSOBindBestFitnessesTextures: cudaBindTexture() execution failed\n"", __FILE__, __LINE__);
",1.975,-2.155394157939788,4469c237502cab19d7044d158f97897659bce0a5b159b77b35e49a736c8ae416,-1.3712093187866796,-1.3712093187866796,3256,9
