protocol_pair_id,pair_id,snippet_i,snippet_j,dataset_i,dataset_j,dataset_name_i,dataset_name_j,z_i,z_j,human_score_i_z,human_score_j_z,abs_z_diff,difficulty,human_preference,preference_score_basis,language,split_id,split_type,seed,difficulty_legacy,difficulty_rank
u3_0000,full_rq0_seed42__rq0_0000__rq0_0242,rq0_0000,rq0_0242,Buse,Scalabrino,Buse,Scalabrino,-0.4688692505494623,0.5386660602292682,-0.4688692505494623,0.5386660602292682,1.0075353107787306,far,rq0_0242,human_score_z_within_dataset,java,,,,easy,far
u3_0001,full_rq0_seed42__rq0_0001__rq0_0211,rq0_0001,rq0_0211,Buse,Scalabrino,Buse,Scalabrino,0.7294408425569501,-2.183939570277356,0.7294408425569501,-2.183939570277356,2.9133804128343064,far,rq0_0001,human_score_z_within_dataset,java,,,,easy,far
u3_0002,full_rq0_seed42__rq0_0002__rq0_0282,rq0_0002,rq0_0282,Buse,Scalabrino,Buse,Scalabrino,-0.9429259906794712,1.990722396499468,-0.9429259906794712,1.990722396499468,2.9336483871789394,far,rq0_0282,human_score_z_within_dataset,java,,,,easy,far
u3_0003,full_rq0_seed42__rq0_0003__rq0_0077,rq0_0003,rq0_0077,Buse,Buse,Buse,Buse,1.1903293399055694,0.0973651890502713,1.1903293399055694,0.0973651890502713,1.092964150855298,far,rq0_0003,human_score_z_within_dataset,java,,,,easy,far
u3_0004,full_rq0_seed42__rq0_0003__rq0_0269,rq0_0003,rq0_0269,Buse,Scalabrino,Buse,Scalabrino,1.1903293399055694,-0.187362107905831,1.1903293399055694,-0.187362107905831,1.3776914478114004,far,rq0_0003,human_score_z_within_dataset,java,,,,easy,far
u3_0005,full_rq0_seed42__rq0_0004__rq0_0077,rq0_0004,rq0_0077,Buse,Buse,Buse,Buse,1.4405259527519627,0.0973651890502713,1.4405259527519627,0.0973651890502713,1.3431607637016914,far,rq0_0004,human_score_z_within_dataset,java,,,,easy,far
u3_0006,full_rq0_seed42__rq0_0004__rq0_0129,rq0_0004,rq0_0129,Buse,Dorn,Buse,Dorn,1.4405259527519627,0.1363526745052059,1.4405259527519627,0.1363526745052059,1.3041732782467568,far,rq0_0004,human_score_z_within_dataset,java,,,,easy,far
u3_0007,full_rq0_seed42__rq0_0005__rq0_0042,rq0_0005,rq0_0042,Buse,Buse,Buse,Buse,-1.7461888003442083,1.256170553812516,-1.7461888003442083,1.256170553812516,3.0023593541567246,far,rq0_0042,human_score_z_within_dataset,java,,,,easy,far
u3_0008,full_rq0_seed42__rq0_0005__rq0_0049,rq0_0005,rq0_0049,Buse,Buse,Buse,Buse,-1.7461888003442083,1.00597394096612,-1.7461888003442083,1.00597394096612,2.752162741310328,far,rq0_0049,human_score_z_within_dataset,java,,,,easy,far
u3_0009,full_rq0_seed42__rq0_0005__rq0_0113,rq0_0005,rq0_0113,Buse,Dorn,Buse,Dorn,-1.7461888003442083,-0.3875774668652065,-1.7461888003442083,-0.3875774668652065,1.3586113334790018,far,rq0_0113,human_score_z_within_dataset,java,,,,easy,far
u3_0010,full_rq0_seed42__rq0_0005__rq0_0246,rq0_0005,rq0_0246,Buse,Scalabrino,Buse,Scalabrino,-1.7461888003442083,1.6277083124319185,-1.7461888003442083,1.6277083124319185,3.3738971127761266,far,rq0_0246,human_score_z_within_dataset,java,,,,easy,far
u3_0011,full_rq0_seed42__rq0_0005__rq0_0300,rq0_0005,rq0_0300,Buse,Scalabrino,Buse,Scalabrino,-1.7461888003442083,-0.0058550658720567,-1.7461888003442083,-0.0058550658720567,1.7403337344721517,far,rq0_0300,human_score_z_within_dataset,java,,,,easy,far
u3_0012,full_rq0_seed42__rq0_0007__rq0_0227,rq0_0007,rq0_0227,Buse,Scalabrino,Buse,Scalabrino,-0.6795611350516886,1.0831871863305926,-0.6795611350516886,1.0831871863305926,1.7627483213822812,far,rq0_0227,human_score_z_within_dataset,java,,,,easy,far
u3_0013,full_rq0_seed42__rq0_0008__rq0_0035,rq0_0008,rq0_0035,Buse,Buse,Buse,Buse,1.3483482532822386,-1.127281389618919,1.3483482532822386,-1.127281389618919,2.4756296429011577,far,rq0_0008,human_score_z_within_dataset,java,,,,easy,far
u3_0014,full_rq0_seed42__rq0_0008__rq0_0061,rq0_0008,rq0_0061,Buse,Buse,Buse,Buse,1.3483482532822386,-1.008767204586417,1.3483482532822386,-1.008767204586417,2.357115457868656,far,rq0_0008,human_score_z_within_dataset,java,,,,easy,far
u3_0015,full_rq0_seed42__rq0_0009__rq0_0151,rq0_0009,rq0_0151,Buse,Dorn,Buse,Dorn,0.0973651890502713,-1.3525605781695242,0.0973651890502713,-1.3525605781695242,1.4499257672197956,far,rq0_0009,human_score_z_within_dataset,java,,,,easy,far
u3_0016,full_rq0_seed42__rq0_0009__rq0_0248,rq0_0009,rq0_0248,Buse,Scalabrino,Buse,Scalabrino,0.0973651890502713,1.4462012703981426,0.0973651890502713,1.4462012703981426,1.3488360813478713,far,rq0_0248,human_score_z_within_dataset,java,,,,easy,far
u3_0017,full_rq0_seed42__rq0_0010__rq0_0211,rq0_0010,rq0_0211,Buse,Scalabrino,Buse,Scalabrino,0.5714219291802802,-2.183939570277356,0.5714219291802802,-2.183939570277356,2.7553614994576363,far,rq0_0010,human_score_z_within_dataset,java,,,,easy,far
u3_0018,full_rq0_seed42__rq0_0010__rq0_0247,rq0_0010,rq0_0247,Buse,Scalabrino,Buse,Scalabrino,0.5714219291802802,-0.731883234007156,0.5714219291802802,-0.731883234007156,1.3033051631874364,far,rq0_0010,human_score_z_within_dataset,java,,,,easy,far
u3_0019,full_rq0_seed42__rq0_0010__rq0_0266,rq0_0010,rq0_0266,Buse,Scalabrino,Buse,Scalabrino,0.5714219291802802,1.6277083124319185,0.5714219291802802,1.6277083124319185,1.0562863832516385,far,rq0_0266,human_score_z_within_dataset,java,,,,easy,far
u3_0020,full_rq0_seed42__rq0_0010__rq0_0298,rq0_0010,rq0_0298,Buse,Scalabrino,Buse,Scalabrino,0.5714219291802802,-0.9133902760409311,0.5714219291802802,-0.9133902760409311,1.4848122052212114,far,rq0_0010,human_score_z_within_dataset,java,,,,easy,far
u3_0021,full_rq0_seed42__rq0_0011__rq0_0048,rq0_0011,rq0_0048,Buse,Buse,Buse,Buse,0.4002347730222216,1.4010212244077964,0.4002347730222216,1.4010212244077964,1.0007864513855749,middle,rq0_0048,human_score_z_within_dataset,java,,,,easy,middle
u3_0022,full_rq0_seed42__rq0_0012__rq0_0130,rq0_0012,rq0_0130,Buse,Dorn,Buse,Dorn,1.2166658254683484,-0.6158448265831262,1.2166658254683484,-0.6158448265831262,1.832510652051475,far,rq0_0012,human_score_z_within_dataset,java,,,,easy,far
u3_0023,full_rq0_seed42__rq0_0012__rq0_0231,rq0_0012,rq0_0231,Buse,Scalabrino,Buse,Scalabrino,1.2166658254683484,-1.457911402142256,1.2166658254683484,-1.457911402142256,2.6745772276106043,far,rq0_0012,human_score_z_within_dataset,java,,,,easy,far
u3_0024,full_rq0_seed42__rq0_0012__rq0_0241,rq0_0012,rq0_0241,Buse,Scalabrino,Buse,Scalabrino,1.2166658254683484,-0.5503761919733818,1.2166658254683484,-0.5503761919733818,1.7670420174417305,far,rq0_0012,human_score_z_within_dataset,java,,,,easy,far
u3_0025,full_rq0_seed42__rq0_0013__rq0_0026,rq0_0013,rq0_0026,Buse,Buse,Buse,Buse,-2.312423239943941,-0.6663928922702992,-2.312423239943941,-0.6663928922702992,1.646030347673642,far,rq0_0026,human_score_z_within_dataset,java,,,,easy,far
u3_0026,full_rq0_seed42__rq0_0013__rq0_0052,rq0_0013,rq0_0052,Buse,Buse,Buse,Buse,-2.312423239943941,0.5055807152733344,-2.312423239943941,0.5055807152733344,2.8180039552172755,far,rq0_0052,human_score_z_within_dataset,java,,,,easy,far
u3_0027,full_rq0_seed42__rq0_0013__rq0_0101,rq0_0013,rq0_0101,Buse,Dorn,Buse,Dorn,-2.312423239943941,-0.5948447330311896,-2.312423239943941,-0.5948447330311896,1.7175785069127514,far,rq0_0101,human_score_z_within_dataset,java,,,,easy,far
u3_0028,full_rq0_seed42__rq0_0013__rq0_0308,rq0_0013,rq0_0308,Buse,Scalabrino,Buse,Scalabrino,-2.312423239943941,-0.9133902760409311,-2.312423239943941,-0.9133902760409311,1.39903296390301,far,rq0_0308,human_score_z_within_dataset,java,,,,easy,far
u3_0029,full_rq0_seed42__rq0_0014__rq0_0046,rq0_0014,rq0_0046,Buse,Buse,Buse,Buse,-0.613719921144742,1.0323104265288996,-0.613719921144742,1.0323104265288996,1.6460303476736415,far,rq0_0046,human_score_z_within_dataset,java,,,,easy,far
u3_0030,full_rq0_seed42__rq0_0014__rq0_0049,rq0_0014,rq0_0049,Buse,Buse,Buse,Buse,-0.613719921144742,1.00597394096612,-0.613719921144742,1.00597394096612,1.619693862110862,far,rq0_0049,human_score_z_within_dataset,java,,,,easy,far
u3_0031,full_rq0_seed42__rq0_0014__rq0_0059,rq0_0014,rq0_0059,Buse,Buse,Buse,Buse,-0.613719921144742,0.7821138136825072,-0.613719921144742,0.7821138136825072,1.3958337348272494,far,rq0_0059,human_score_z_within_dataset,java,,,,easy,far
u3_0032,full_rq0_seed42__rq0_0014__rq0_0094,rq0_0014,rq0_0094,Buse,Buse,Buse,Buse,-0.613719921144742,0.8347867848080629,-0.613719921144742,0.8347867848080629,1.448506705952805,far,rq0_0094,human_score_z_within_dataset,java,,,,easy,far
u3_0033,full_rq0_seed42__rq0_0014__rq0_0221,rq0_0014,rq0_0221,Buse,Scalabrino,Buse,Scalabrino,-0.613719921144742,1.8092153544656928,-0.613719921144742,1.8092153544656928,2.4229352756104348,far,rq0_0221,human_score_z_within_dataset,java,,,,easy,far
u3_0034,full_rq0_seed42__rq0_0014__rq0_0248,rq0_0014,rq0_0248,Buse,Scalabrino,Buse,Scalabrino,-0.613719921144742,1.4462012703981426,-0.613719921144742,1.4462012703981426,2.0599211915428848,far,rq0_0248,human_score_z_within_dataset,java,,,,easy,far
u3_0035,full_rq0_seed42__rq0_0015__rq0_0274,rq0_0015,rq0_0274,Buse,Scalabrino,Buse,Scalabrino,0.7162725997755606,-0.731883234007156,0.7162725997755606,-0.731883234007156,1.4481558337827165,far,rq0_0015,human_score_z_within_dataset,java,,,,easy,far
u3_0036,full_rq0_seed42__rq0_0015__rq0_0291,rq0_0015,rq0_0291,Buse,Scalabrino,Buse,Scalabrino,0.7162725997755606,-1.094897318074706,0.7162725997755606,-1.094897318074706,1.8111699178502665,far,rq0_0015,human_score_z_within_dataset,java,,,,easy,far
u3_0037,full_rq0_seed42__rq0_0016__rq0_0107,rq0_0016,rq0_0107,Buse,Dorn,Buse,Dorn,-1.298468545776979,0.2782772124968096,-1.298468545776979,0.2782772124968096,1.5767457582737885,far,rq0_0107,human_score_z_within_dataset,java,,,,easy,far
u3_0038,full_rq0_seed42__rq0_0016__rq0_0169,rq0_0016,rq0_0169,Buse,Dorn,Buse,Dorn,-1.298468545776979,-0.0064595735026999,-1.298468545776979,-0.0064595735026999,1.292008972274279,far,rq0_0169,human_score_z_within_dataset,java,,,,easy,far
u3_0039,full_rq0_seed42__rq0_0016__rq0_0173,rq0_0016,rq0_0173,Buse,Dorn,Buse,Dorn,-1.298468545776979,1.2878737208307431,-1.298468545776979,1.2878737208307431,2.586342266607722,far,rq0_0173,human_score_z_within_dataset,java,,,,easy,far
u3_0040,full_rq0_seed42__rq0_0016__rq0_0238,rq0_0016,rq0_0238,Buse,Scalabrino,Buse,Scalabrino,-1.298468545776979,0.1756519761617182,-1.298468545776979,0.1756519761617182,1.474120521938697,far,rq0_0238,human_score_z_within_dataset,java,,,,easy,far
u3_0041,full_rq0_seed42__rq0_0016__rq0_0297,rq0_0016,rq0_0297,Buse,Scalabrino,Buse,Scalabrino,-1.298468545776979,0.9016801442968184,-1.298468545776979,0.9016801442968184,2.200148690073797,far,rq0_0297,human_score_z_within_dataset,java,,,,easy,far
u3_0042,full_rq0_seed42__rq0_0017__rq0_0064,rq0_0017,rq0_0064,Buse,Buse,Buse,Buse,0.4265712585849998,-1.0877766612747517,0.4265712585849998,-1.0877766612747517,1.5143479198597514,far,rq0_0017,human_score_z_within_dataset,java,,,,easy,far
u3_0043,full_rq0_seed42__rq0_0018__rq0_0056,rq0_0018,rq0_0056,Buse,Buse,Buse,Buse,-0.0343172387636203,-1.3906462452467012,-0.0343172387636203,-1.3906462452467012,1.3563290064830809,far,rq0_0018,human_score_z_within_dataset,java,,,,easy,far
u3_0044,full_rq0_seed42__rq0_0018__rq0_0225,rq0_0018,rq0_0225,Buse,Scalabrino,Buse,Scalabrino,-0.0343172387636203,-1.2764043601084811,-0.0343172387636203,-1.2764043601084811,1.2420871213448608,far,rq0_0018,human_score_z_within_dataset,java,,,,easy,far
u3_0045,full_rq0_seed42__rq0_0020__rq0_0122,rq0_0020,rq0_0122,Buse,Dorn,Buse,Dorn,-0.8770847767725254,1.889309736906987,-0.8770847767725254,1.889309736906987,2.7663945136795123,far,rq0_0122,human_score_z_within_dataset,java,,,,easy,far
u3_0046,full_rq0_seed42__rq0_0020__rq0_0144,rq0_0020,rq0_0144,Buse,Dorn,Buse,Dorn,-0.8770847767725254,0.4318895706297144,-0.8770847767725254,0.4318895706297144,1.3089743474022395,far,rq0_0144,human_score_z_within_dataset,java,,,,easy,far
u3_0047,full_rq0_seed42__rq0_0021__rq0_0041,rq0_0021,rq0_0041,Buse,Buse,Buse,Buse,1.0323104265288996,0.0051874895805479,1.0323104265288996,0.0051874895805479,1.0271229369483517,far,rq0_0021,human_score_z_within_dataset,java,,,,easy,far
u3_0048,full_rq0_seed42__rq0_0021__rq0_0218,rq0_0021,rq0_0218,Buse,Scalabrino,Buse,Scalabrino,1.0323104265288996,-2.36544661231113,1.0323104265288996,-2.36544661231113,3.3977570388400298,far,rq0_0021,human_score_z_within_dataset,java,,,,easy,far
u3_0049,full_rq0_seed42__rq0_0021__rq0_0308,rq0_0021,rq0_0308,Buse,Scalabrino,Buse,Scalabrino,1.0323104265288996,-0.9133902760409311,1.0323104265288996,-0.9133902760409311,1.9457007025698307,far,rq0_0021,human_score_z_within_dataset,java,,,,easy,far
u3_0050,full_rq0_seed42__rq0_0022__rq0_0048,rq0_0022,rq0_0048,Buse,Buse,Buse,Buse,0.3080570735524975,1.4010212244077964,0.3080570735524975,1.4010212244077964,1.092964150855299,far,rq0_0048,human_score_z_within_dataset,java,,,,easy,far
u3_0051,full_rq0_seed42__rq0_0022__rq0_0208,rq0_0022,rq0_0208,Buse,Scalabrino,Buse,Scalabrino,0.3080570735524975,1.4462012703981426,0.3080570735524975,1.4462012703981426,1.1381441968456452,far,rq0_0208,human_score_z_within_dataset,java,,,,easy,far
u3_0052,full_rq0_seed42__rq0_0022__rq0_0217,rq0_0022,rq0_0217,Buse,Scalabrino,Buse,Scalabrino,0.3080570735524975,-1.8209254862098048,0.3080570735524975,-1.8209254862098048,2.128982559762303,far,rq0_0022,human_score_z_within_dataset,java,,,,easy,far
