rq0_id,language,condition,sigma_pixels,cue_present,image_width,image_height,pixel_std,gradient_energy,nonblank,source_sha256,image_sha256,image_path
dorn_cuda_000,cuda,baseline,0.0,True,1028,1217,43.513328552246094,1902.832275390625,True,94c8ae9db3f98efd558cf12ed7e591aa5eec937a1a5aa196629460e3bd7ccce8,d3e89fe7a9ce3cf359ce2af75807e8155bd08c4abcc39d917d605a495ac447f4,results/grounded_protocol_3lang_20260721/rendered/perturbation/baseline/dorn_cuda_000.png
dorn_cuda_000,cuda,no_indent,0.0,True,1028,1154,44.59032440185547,2006.75341796875,True,94c8ae9db3f98efd558cf12ed7e591aa5eec937a1a5aa196629460e3bd7ccce8,3639a33ee7018323558ba45acd8e1a972363ec9654694f8326df349b00fb3301,results/grounded_protocol_3lang_20260721/rendered/perturbation/no_indent/dorn_cuda_000.png
dorn_cuda_000,cuda,no_blank_lines,0.0,True,1028,1070,45.92412567138672,2143.53955078125,True,94c8ae9db3f98efd558cf12ed7e591aa5eec937a1a5aa196629460e3bd7ccce8,85aed166d2aab232514cc91f21691d528758dd203cc7ae8d51a7062693a610ed,results/grounded_protocol_3lang_20260721/rendered/perturbation/no_blank_lines/dorn_cuda_000.png
dorn_cuda_000,cuda,gaussian_sigma_1,1.0,True,1028,1217,31.30583953857422,321.8216857910156,True,94c8ae9db3f98efd558cf12ed7e591aa5eec937a1a5aa196629460e3bd7ccce8,e516f79065e103892f6794ee9027cb93bb1aed33a7e93fbbd8b8d29447378137,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_1/dorn_cuda_000.png
dorn_cuda_000,cuda,gaussian_sigma_2,2.0,True,1028,1217,24.087581634521484,47.24481964111328,True,94c8ae9db3f98efd558cf12ed7e591aa5eec937a1a5aa196629460e3bd7ccce8,adec7188d1bef1abffe8d8cfa8d4f80d1e0b5e20d0a005794fe4b618454203d5,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_2/dorn_cuda_000.png
dorn_cuda_000,cuda,gaussian_sigma_4,4.0,True,1028,1217,18.92729949951172,7.298765182495117,True,94c8ae9db3f98efd558cf12ed7e591aa5eec937a1a5aa196629460e3bd7ccce8,1d9fca31d0e84fbea5ee3a369a685ec73dd9dfbd11a60b236e54a36033236ddc,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_4/dorn_cuda_000.png
dorn_cuda_001,cuda,baseline,0.0,True,1028,230,46.6428337097168,2282.98095703125,True,6e4391fb0b33d4bc030d5151e9dd566921fe8f8f63b45be956f6140a3bc9f222,eee01ad5f3b7c6acd71558d74e976e8a35e863cf37cf1a702be966988d17bfed,results/grounded_protocol_3lang_20260721/rendered/perturbation/baseline/dorn_cuda_001.png
dorn_cuda_001,cuda,no_indent,0.0,True,1028,230,46.6428337097168,2282.98095703125,True,6e4391fb0b33d4bc030d5151e9dd566921fe8f8f63b45be956f6140a3bc9f222,9152fc0fbd47a6330e618cc7bbe45526f1c731f95bafff5118ca2eca78842a93,results/grounded_protocol_3lang_20260721/rendered/perturbation/no_indent/dorn_cuda_001.png
dorn_cuda_001,cuda,no_blank_lines,0.0,False,1028,230,46.6428337097168,2282.98095703125,True,6e4391fb0b33d4bc030d5151e9dd566921fe8f8f63b45be956f6140a3bc9f222,eee01ad5f3b7c6acd71558d74e976e8a35e863cf37cf1a702be966988d17bfed,results/grounded_protocol_3lang_20260721/rendered/perturbation/no_blank_lines/dorn_cuda_001.png
dorn_cuda_001,cuda,gaussian_sigma_1,1.0,True,1028,230,33.261051177978516,359.3114318847656,True,6e4391fb0b33d4bc030d5151e9dd566921fe8f8f63b45be956f6140a3bc9f222,d86dbd6d5a68195722491707ce66b6c316387e32af75445fa7ab0e7888ab06e0,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_1/dorn_cuda_001.png
dorn_cuda_001,cuda,gaussian_sigma_2,2.0,True,1028,230,25.68187713623047,54.351043701171875,True,6e4391fb0b33d4bc030d5151e9dd566921fe8f8f63b45be956f6140a3bc9f222,6171bd73637f4b536328e548d50a16de6ec4a831ab4c7ff3b5db809008844435,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_2/dorn_cuda_001.png
dorn_cuda_001,cuda,gaussian_sigma_4,4.0,True,1028,230,19.99030303955078,8.010499000549316,True,6e4391fb0b33d4bc030d5151e9dd566921fe8f8f63b45be956f6140a3bc9f222,c61c7e718d955f9ab225b8a2177404f38d1c72e0d1d9b8da29104aa645083d86,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_4/dorn_cuda_001.png
dorn_cuda_002,cuda,baseline,0.0,True,1028,188,32.904842376708984,1096.1865234375,True,b35804c8e217db55a79df216dd893c235088b1b5a4b6c6d37bce2cb20347815f,36dbc7915529ecf7223f51a94906dd2893073d82f911d1bcde684bbf61b79ff4,results/grounded_protocol_3lang_20260721/rendered/perturbation/baseline/dorn_cuda_002.png
dorn_cuda_002,cuda,no_indent,0.0,True,1028,188,32.904842376708984,1096.1864013671875,True,b35804c8e217db55a79df216dd893c235088b1b5a4b6c6d37bce2cb20347815f,68c648214089854b0551a3436f3e934ebb6ce259d27216290c5b70b1d924f377,results/grounded_protocol_3lang_20260721/rendered/perturbation/no_indent/dorn_cuda_002.png
dorn_cuda_002,cuda,no_blank_lines,0.0,False,1028,188,32.904842376708984,1096.1865234375,True,b35804c8e217db55a79df216dd893c235088b1b5a4b6c6d37bce2cb20347815f,36dbc7915529ecf7223f51a94906dd2893073d82f911d1bcde684bbf61b79ff4,results/grounded_protocol_3lang_20260721/rendered/perturbation/no_blank_lines/dorn_cuda_002.png
dorn_cuda_002,cuda,gaussian_sigma_1,1.0,True,1028,188,23.87222671508789,177.72882080078125,True,b35804c8e217db55a79df216dd893c235088b1b5a4b6c6d37bce2cb20347815f,6d100f4eeb9f9498c2ffc345a49c2286d94521d4679496483fefa306efd73cf5,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_1/dorn_cuda_002.png
dorn_cuda_002,cuda,gaussian_sigma_2,2.0,True,1028,188,18.77162742614746,26.896507263183594,True,b35804c8e217db55a79df216dd893c235088b1b5a4b6c6d37bce2cb20347815f,e870312a493258132ac1b3051c63c8e5c773596c291700a27b56ee5644e2b811,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_2/dorn_cuda_002.png
dorn_cuda_002,cuda,gaussian_sigma_4,4.0,True,1028,188,14.953426361083984,4.399256229400635,True,b35804c8e217db55a79df216dd893c235088b1b5a4b6c6d37bce2cb20347815f,1b11fbe229d8e3656095de45c4e4f0734eb8ab686ffcad72de5396d82e102db0,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_4/dorn_cuda_002.png
dorn_cuda_003,cuda,baseline,0.0,True,1028,755,44.816314697265625,2026.5443115234375,True,1cba40093e12b1dd2603c85d756d8aa9d5309f6e19ebfd138ce4251058dc456d,3410c44014c31075a7b559dc87c48f47207ec72cef8f775405ea82fe7b2c36e1,results/grounded_protocol_3lang_20260721/rendered/perturbation/baseline/dorn_cuda_003.png
dorn_cuda_003,cuda,no_indent,0.0,True,1028,755,44.816314697265625,2026.544189453125,True,1cba40093e12b1dd2603c85d756d8aa9d5309f6e19ebfd138ce4251058dc456d,0a4d79ebef735941ad7ddb9ef4565a1524ace4032303c85f72ec2685f831f1b9,results/grounded_protocol_3lang_20260721/rendered/perturbation/no_indent/dorn_cuda_003.png
dorn_cuda_003,cuda,no_blank_lines,0.0,True,1028,608,49.17039108276367,2490.0849609375,True,1cba40093e12b1dd2603c85d756d8aa9d5309f6e19ebfd138ce4251058dc456d,1aa15ac9dc3f02740132945ff79ba628f4a5361dc5a72c82c9af4a1d89b3006c,results/grounded_protocol_3lang_20260721/rendered/perturbation/no_blank_lines/dorn_cuda_003.png
dorn_cuda_003,cuda,gaussian_sigma_1,1.0,True,1028,755,32.37220764160156,336.7110900878906,True,1cba40093e12b1dd2603c85d756d8aa9d5309f6e19ebfd138ce4251058dc456d,8ba546554d1ce3c4bc477439c9a1b3d7aa311077ac404a1bea7e33d1489724b9,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_1/dorn_cuda_003.png
dorn_cuda_003,cuda,gaussian_sigma_2,2.0,True,1028,755,25.226764678955078,49.092262268066406,True,1cba40093e12b1dd2603c85d756d8aa9d5309f6e19ebfd138ce4251058dc456d,6e892c6805c251e8d6cb50a2f267ce7b37f2d02445fc21eb16212e9126043c42,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_2/dorn_cuda_003.png
dorn_cuda_003,cuda,gaussian_sigma_4,4.0,True,1028,755,20.178590774536133,7.250358581542969,True,1cba40093e12b1dd2603c85d756d8aa9d5309f6e19ebfd138ce4251058dc456d,e56bd79017630b9734e7cb7838285d620d0c160254f017c3a0132c57cea51fa9,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_4/dorn_cuda_003.png
dorn_cuda_004,cuda,baseline,0.0,True,1028,1091,31.58644676208496,957.0958251953125,True,12403f2a4a74ea6afe75e153b442cac7bfcc02cf9c93a63cb795d63637a0f6bd,cc656ed73d605fd1a6af3ff6d8a6fa01d98657f2f430edf273f22390bc43a9c1,results/grounded_protocol_3lang_20260721/rendered/perturbation/baseline/dorn_cuda_004.png
dorn_cuda_004,cuda,no_indent,0.0,True,1028,1049,32.17816162109375,995.4302978515625,True,12403f2a4a74ea6afe75e153b442cac7bfcc02cf9c93a63cb795d63637a0f6bd,ae2ae10d00b25c5b6f9672510073328954916767bde13fffe45718f1b07fadbc,results/grounded_protocol_3lang_20260721/rendered/perturbation/no_indent/dorn_cuda_004.png
dorn_cuda_004,cuda,no_blank_lines,0.0,True,1028,860,34.75028991699219,1177.7315673828125,True,12403f2a4a74ea6afe75e153b442cac7bfcc02cf9c93a63cb795d63637a0f6bd,32f37963f4155905ba7e4eda5bbb40a6acd4ddee3c47cbef765ee061e7907832,results/grounded_protocol_3lang_20260721/rendered/perturbation/no_blank_lines/dorn_cuda_004.png
dorn_cuda_004,cuda,gaussian_sigma_1,1.0,True,1028,1091,23.1586971282959,162.06463623046875,True,12403f2a4a74ea6afe75e153b442cac7bfcc02cf9c93a63cb795d63637a0f6bd,ede3e8adea5589048291e6bd9fa660628e601bbeded115cd59ae9d90b4fb0ef9,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_1/dorn_cuda_004.png
dorn_cuda_004,cuda,gaussian_sigma_2,2.0,True,1028,1091,18.352075576782227,23.40635108947754,True,12403f2a4a74ea6afe75e153b442cac7bfcc02cf9c93a63cb795d63637a0f6bd,deeb5bac79b45a08f2716ec467fc1f4872d4b9ff0f854fcd4c38b605f8a7a8cd,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_2/dorn_cuda_004.png
dorn_cuda_004,cuda,gaussian_sigma_4,4.0,True,1028,1091,14.994832992553711,3.7619481086730957,True,12403f2a4a74ea6afe75e153b442cac7bfcc02cf9c93a63cb795d63637a0f6bd,9556aa074088b26c8dab642301e696ad17526317ce92cd0e5ae41b3967e063a6,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_4/dorn_cuda_004.png
dorn_cuda_005,cuda,baseline,0.0,True,1028,650,38.156715393066406,1439.297607421875,True,da8b73b1ebd36bf73d248d21be70b46826b247d34fe1f13897d3befe7201b557,7d27e4980f76c47a7a1bd2f287306ab241bca0db9ac08201fbafacd7af36feda,results/grounded_protocol_3lang_20260721/rendered/perturbation/baseline/dorn_cuda_005.png
dorn_cuda_005,cuda,no_indent,0.0,True,1028,650,38.156715393066406,1439.297607421875,True,da8b73b1ebd36bf73d248d21be70b46826b247d34fe1f13897d3befe7201b557,8de4dbed6ad04128c44cb07544b512998ea92d356d27e8b414be20547b215366,results/grounded_protocol_3lang_20260721/rendered/perturbation/no_indent/dorn_cuda_005.png
dorn_cuda_005,cuda,no_blank_lines,0.0,True,1028,608,39.27730941772461,1532.902099609375,True,da8b73b1ebd36bf73d248d21be70b46826b247d34fe1f13897d3befe7201b557,29405f32ad8eead780ab7ae4d4b1a9f6bf3a6d08a34b485a0f2624575434554a,results/grounded_protocol_3lang_20260721/rendered/perturbation/no_blank_lines/dorn_cuda_005.png
dorn_cuda_005,cuda,gaussian_sigma_1,1.0,True,1028,650,27.636764526367188,241.67257690429688,True,da8b73b1ebd36bf73d248d21be70b46826b247d34fe1f13897d3befe7201b557,8a2e26c78d19a1ffe53174fe0cffd93aefbf607e36165c18336c96b4ad7e5269,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_1/dorn_cuda_005.png
dorn_cuda_005,cuda,gaussian_sigma_2,2.0,True,1028,650,21.600080490112305,34.860191345214844,True,da8b73b1ebd36bf73d248d21be70b46826b247d34fe1f13897d3befe7201b557,60d9dba1f8c081ebbf00b7e7e23d278992f5726d97c87ca47c8cb905e01d29ac,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_2/dorn_cuda_005.png
dorn_cuda_005,cuda,gaussian_sigma_4,4.0,True,1028,650,17.349266052246094,5.287858009338379,True,da8b73b1ebd36bf73d248d21be70b46826b247d34fe1f13897d3befe7201b557,074732676b3409ec6195c03066aae17893cab04df945a0e440f1ded8bef9a387,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_4/dorn_cuda_005.png
dorn_cuda_006,cuda,baseline,0.0,True,1028,293,43.115726470947266,1855.939453125,True,1e8b4b341c6913ebd1ddd99ab67bbea17a4140a0baf380eb32ec834ceb2b4eb9,b3ef708df0b943c98fe5c3ddc9a7bd03df8cd52bd0f4b2e8cf285080ec909cb6,results/grounded_protocol_3lang_20260721/rendered/perturbation/baseline/dorn_cuda_006.png
dorn_cuda_006,cuda,no_indent,0.0,True,1028,293,43.115726470947266,1855.939453125,True,1e8b4b341c6913ebd1ddd99ab67bbea17a4140a0baf380eb32ec834ceb2b4eb9,aebb4adc952add89206489f8feee8810d2bcca05e8d0911da805f6a22b727c71,results/grounded_protocol_3lang_20260721/rendered/perturbation/no_indent/dorn_cuda_006.png
dorn_cuda_006,cuda,no_blank_lines,0.0,True,1028,230,47.9013557434082,2341.574951171875,True,1e8b4b341c6913ebd1ddd99ab67bbea17a4140a0baf380eb32ec834ceb2b4eb9,a53b80d04a689bc890518cd28b65ced896036ad7ac3177c65a7afef760f1a320,results/grounded_protocol_3lang_20260721/rendered/perturbation/no_blank_lines/dorn_cuda_006.png
dorn_cuda_006,cuda,gaussian_sigma_1,1.0,True,1028,293,31.278268814086914,305.44818115234375,True,1e8b4b341c6913ebd1ddd99ab67bbea17a4140a0baf380eb32ec834ceb2b4eb9,4f546ed6455e75f6de994613cedb66f603138e859617b86728ab58d249c9952a,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_1/dorn_cuda_006.png
dorn_cuda_006,cuda,gaussian_sigma_2,2.0,True,1028,293,24.632055282592773,44.61775207519531,True,1e8b4b341c6913ebd1ddd99ab67bbea17a4140a0baf380eb32ec834ceb2b4eb9,b541832c505efdb19c8b0bfedc7c1cabfae76bf06f256f0ca653cc996868de2a,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_2/dorn_cuda_006.png
dorn_cuda_006,cuda,gaussian_sigma_4,4.0,True,1028,293,19.696823120117188,7.342936038970947,True,1e8b4b341c6913ebd1ddd99ab67bbea17a4140a0baf380eb32ec834ceb2b4eb9,a7e0c9df78b866233c863426caab5e3e395e324fa02441a5bd07e1491d3450c9,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_4/dorn_cuda_006.png
dorn_cuda_007,cuda,baseline,0.0,True,1028,1133,38.7347412109375,1494.4764404296875,True,bad989290e4d08ad5c75e9e5f19bd135e0d3bf0d5d26a8c94017d91fde8bb0e0,546a9bcd75675e8fd2a20ccc0f481ab2c81046090c8232e146cc7385faad00dd,results/grounded_protocol_3lang_20260721/rendered/perturbation/baseline/dorn_cuda_007.png
dorn_cuda_007,cuda,no_indent,0.0,True,1028,1133,38.7347412109375,1494.476318359375,True,bad989290e4d08ad5c75e9e5f19bd135e0d3bf0d5d26a8c94017d91fde8bb0e0,da984d52155e270e3cda2e78bdbf55165469e2e696c7fcbb4132843996be4be7,results/grounded_protocol_3lang_20260721/rendered/perturbation/no_indent/dorn_cuda_007.png
dorn_cuda_007,cuda,no_blank_lines,0.0,True,1028,923,42.220542907714844,1805.109619140625,True,bad989290e4d08ad5c75e9e5f19bd135e0d3bf0d5d26a8c94017d91fde8bb0e0,321e39174e01921e6c7255943edb5985dbd010a0303baec06a196813124ff481,results/grounded_protocol_3lang_20260721/rendered/perturbation/no_blank_lines/dorn_cuda_007.png
dorn_cuda_007,cuda,gaussian_sigma_1,1.0,True,1028,1133,28.055273056030273,250.41860961914062,True,bad989290e4d08ad5c75e9e5f19bd135e0d3bf0d5d26a8c94017d91fde8bb0e0,73721f0b0c806dda0826bb30020927a8add70be5e2619d457e57f43e4ae50ada,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_1/dorn_cuda_007.png
dorn_cuda_007,cuda,gaussian_sigma_2,2.0,True,1028,1133,21.81739044189453,36.659423828125,True,bad989290e4d08ad5c75e9e5f19bd135e0d3bf0d5d26a8c94017d91fde8bb0e0,2f23d8ecc73d52b83e41ade71d57c0c6ff83364682def0135ad9f93bc092c1dc,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_2/dorn_cuda_007.png
